ItemID,ItemName
20452,Smoked Desert Dumplings
20476,Sandstalker Bracers
20477,Sandstalker Gauntlets
20478,Sandstalker Breastplate
20479,Spitfire Breastplate
20480,Spitfire Gauntlets
20481,Spitfire Bracers
20537,Runed Stygian Boots
20538,Runed Stygian Leggings
20539,Runed Stygian Belt
20549,Darkrune Gauntlets
20550,Darkrune Breastplate
20551,Darkrune Helm
20575,Black Whelp Tunic
20744,Minor Wizard Oil
20745,Minor Mana Oil
20746,Lesser Wizard Oil
20747,Lesser Mana Oil
20748,Brilliant Mana Oil
20749,Brilliant Wizard Oil
20750,Wizard Oil
20816,Delicate Copper Wire
20817,Bronze Setting
20818,Elegant Silver Ring
20820,Simple Pearl Ring
20821,Inlaid Malachite Ring
20823,Gloom Band
20826,Heavy Silver Ring
20827,Ring of Silver Might
20828,Ring of Twilight Shadows
20830,Amulet of the Moon
20831,Heavy Golden Necklace of Battle
20832,Moonsoul Crown
20833,Wicked Moonstone Ring
20906,Braided Copper Ring
20907,Solid Bronze Ring
20909,Barbaric Iron Collar
20950,Pendant of the Agate Shield
20954,Heavy Iron Knuckles
20955,Golden Dragon Ring
20958,Blazing Citrine Ring
20959,The Jade Eye
20960,Engraved Truesilver Ring
20961,Citrine Ring of Rapid Healing
20963,Mithril Filigree
20964,Aquamarine Signet
20966,Jade Pendant of Blasting
20967,Citrine Pendant of Golden Healing
20969,Ruby Crown of Restoration
21023,Dirge's Kickin' Chimaerok Chops
21072,Smoked Sagefish
21154,Festival Dress
21217,Sagefish Delight
21277,Tranquil Mechanical Yeti
21278,Stormshroud Gloves
21340,Soul Pouch
21341,Felcloth Bag
21342,Core Felcloth Bag
21542,Festival Suit
21546,Elixir of Greater Firepower
21557,Small Red Rocket
21558,Small Blue Rocket
21559,Small Green Rocket
21569,Firework Launcher
21570,Cluster Launcher
21571,Blue Rocket Cluster
21574,Green Rocket Cluster
21576,Red Rocket Cluster
21589,Large Blue Rocket
21590,Large Green Rocket
21592,Large Red Rocket
21714,Large Blue Rocket Cluster
21716,Large Green Rocket Cluster
21718,Large Red Rocket Cluster
21752,Thorium Setting
21753,Gem Studded Band
21754,The Aquamarine Ward
21755,Aquamarine Pendant of the Warrior
21764,Ruby Pendant of Fire
21765,Truesilver Healing Ring
21766,Opal Necklace of Impact
21767,Simple Opal Ring
21768,Sapphire Signet
21774,Emerald Crown of Destruction
21775,Onslaught Ring
21778,Ring of Bitter Shadows
21779,Band of Natural Fire
21790,Sapphire Pendant of Winter Night
21792,Necklace of the Diamond Tower
21840,Bolt of Netherweave
21841,Netherweave Bag
21842,Bolt of Imbued Netherweave
21843,Imbued Netherweave Bag
21844,Bolt of Soulcloth
21845,Primal Mooncloth
21846,Spellfire Belt
21847,Spellfire Gloves
21848,Spellfire Robe
21849,Netherweave Bracers
21850,Netherweave Belt
21851,Netherweave Gloves
21852,Netherweave Pants
21853,Netherweave Boots
21854,Netherweave Robe
21855,Netherweave Tunic
21858,Spellfire Bag
21859,Imbued Netherweave Pants
21860,Imbued Netherweave Boots
21861,Imbued Netherweave Robe
21862,Imbued Netherweave Tunic
21863,Soulcloth Gloves
21864,Soulcloth Shoulders
21865,Soulcloth Vest
21866,Arcanoweave Bracers
21867,Arcanoweave Boots
21868,Arcanoweave Robe
21869,Frozen Shadoweave Shoulders
21870,Frozen Shadoweave Boots
21871,Frozen Shadoweave Robe
21872,Ebon Shadowbag
21873,Primal Mooncloth Belt
21874,Primal Mooncloth Shoulders
21875,Primal Mooncloth Robe
21876,Primal Mooncloth Bag
21884,Primal Fire
21885,Primal Water
21886,Primal Life
21931,Woven Copper Ring
21932,Heavy Copper Ring
21933,Thick Bronze Necklace
21934,Ornate Tigerseye Necklace
21990,Netherweave Bandage
21991,Heavy Netherweave Bandage
22191,Obsidian Mail Tunic
22194,Black Grasp of the Destroyer
22195,Light Obsidian Belt
22196,Thick Obsidian Breastplate
22197,Heavy Obsidian Belt
22198,Jagged Obsidian Shield
22246,Enchanted Mageweave Pouch
22248,Enchanted Runecloth Bag
22249,Big Bag of Enchantment
22251,Cenarion Herb Bag
22252,Satchel of Cenarius
22383,Sageblade
22384,Persuader
22385,Titanic Leggings
22451,Primal Air
22452,Primal Earth
22456,Primal Shadow
22457,Primal Mana
22459,Void Sphere
22460,Prismatic Sphere
22521,Superior Mana Oil
22522,Superior Wizard Oil
22645,Crunchy Spider Surprise
22652,Glacial Vest
22654,Glacial Gloves
22655,Glacial Wrists
22658,Glacial Cloak
22660,Gaea's Embrace
22661,Polar Tunic
22662,Polar Gloves
22663,Polar Bracers
22664,Icy Scale Breastplate
22665,Icy Scale Bracers
22666,Icy Scale Gauntlets
22669,Icebane Breastplate
22670,Icebane Gauntlets
22671,Icebane Bracers
22728,Steam Tonk Controller
22756,Sylvan Vest
22757,Sylvan Crown
22758,Sylvan Shoulders
22759,Bramblewood Helm
22760,Bramblewood Boots
22761,Bramblewood Belt
22762,Ironvine Breastplate
22763,Ironvine Gloves
22764,Ironvine Belt
22823,Elixir of Camouflage
22824,Elixir of Major Strength
22825,Elixir of Healing Power
22826,Sneaking Potion
22827,Elixir of Major Frost Power
22828,Insane Strength Potion
22829,Super Healing Potion
22830,Elixir of the Searching Eye
22831,Elixir of Major Agility
22832,Super Mana Potion
22833,Elixir of Major Firepower
22834,Elixir of Major Defense
22835,Elixir of Major Shadow Power
22836,Major Dreamless Sleep Potion
22837,Heroic Potion
22838,Haste Potion
22839,Destruction Potion
22840,Elixir of Major Mageblood
22841,Major Fire Protection Potion
22842,Major Frost Protection Potion
22844,Major Nature Protection Potion
22845,Major Arcane Protection Potion
22846,Major Shadow Protection Potion
22847,Major Holy Protection Potion
22848,Elixir of Empowerment
22849,Ironshield Potion
22850,Super Rejuvenation Potion
22851,Flask of Fortification
22853,Flask of Mighty Restoration
22854,Flask of Relentless Assault
22861,Flask of Blinding Light
22866,Flask of Pure Death
22871,Shrouding Potion
23094,Brilliant Blood Garnet
23095,Bold Blood Garnet
23098,Inscribed Flame Spessarite
23099,Reckless Flame Spessarite
23100,Glinting Shadow Draenite
23101,Potent Flame Spessarite
23103,Radiant Deep Peridot
23104,Jagged Deep Peridot
23105,Regal Deep Peridot
23108,Timeless Shadow Draenite
23109,Purified Shadow Draenite
23110,Shifting Shadow Draenite
23111,Sovereign Shadow Draenite
23114,Smooth Golden Draenite
23115,Subtle Golden Draenite
23116,Rigid Azure Moonstone
23118,Solid Azure Moonstone
23119,Sparkling Azure Moonstone
23120,Stormy Azure Moonstone
23445,Fel Iron Bar
23446,Adamantite Bar
23447,Eternium Bar
23448,Felsteel Bar
23449,Khorium Bar
23482,Fel Iron Plate Gloves
23484,Fel Iron Plate Belt
23487,Fel Iron Plate Boots
23488,Fel Iron Plate Pants
23489,Fel Iron Breastplate
23490,Fel Iron Chain Tunic
23491,Fel Iron Chain Gloves
23493,Fel Iron Chain Coif
23494,Fel Iron Chain Bracers
23497,Fel Iron Hatchet
23498,Fel Iron Hammer
23499,Fel Iron Greatsword
23502,Adamantite Maul
23503,Adamantite Cleaver
23504,Adamantite Dagger
23505,Adamantite Rapier
23506,Adamantite Plate Bracers
23507,Adamantite Breastplate
23508,Adamantite Plate Gloves
23509,Enchanted Adamantite Breastplate
23510,Enchanted Adamantite Belt
23511,Enchanted Adamantite Boots
23512,Enchanted Adamantite Leggings
23513,Flamebane Breastplate
23514,Flamebane Gloves
23515,Flamebane Bracers
23516,Flamebane Helm
23517,Felsteel Gloves
23518,Felsteel Leggings
23519,Felsteel Helm
23520,Ragesteel Gloves
23521,Ragesteel Helm
23522,Ragesteel Breastplate
23523,Khorium Pants
23524,Khorium Belt
23525,Khorium Boots
23526,Swiftsteel Gloves
23527,Earthpeace Breastplate
23528,Fel Sharpening Stone
23529,Adamantite Sharpening Stone
23530,Felsteel Shield Spike
23531,Felfury Gauntlets
23532,Gauntlets of the Iron Tower
23533,Steelgrip Gauntlets
23534,Storm Helm
23535,Helm of the Stalwart Defender
23536,Oathkeeper's Helm
23537,Black Felsteel Bracers
23538,Bracers of the Green Fortress
23539,Blessed Bracers
23540,Felsteel Longblade
23541,Khorium Champion
23542,Fel Edged Battleaxe
23543,Felsteel Reaper
23544,Runic Hammer
23546,Fel Hardened Maul
23554,Eternium Runed Blade
23555,Dirge
23556,Hand of Eternity
23559,Lesser Rune of Warding
23571,Primal Might
23573,Hardened Adamantite Bar
23575,Lesser Ward of Shielding
23576,Greater Ward of Shielding
23736,Fel Iron Bomb
23737,Adamantite Grenade
23742,Fel Iron Musket
23746,Adamantite Rifle
23747,Felsteel Boomstick
23748,Ornate Khorium Rifle
23758,Cogspinner Goggles
23761,Power Amplification Goggles
23762,Ultra-Spectropic Detection Goggles
23763,Hyper-Vision Goggles
23764,Adamantite Scope
23765,Khorium Scope
23766,Stabilized Eternium Scope
23767,Crashin' Thrashin' Robot
23768,White Smoke Flare
23771,Green Smoke Flare
23774,Fel Iron Toolbox
23775,Titanium Toolbox
23781,Elemental Blasting Powder
23782,Fel Iron Casing
23783,Handful of Fel Iron Bolts
23784,Adamantite Frame
23785,Hardened Adamantite Tube
23786,Khorium Power Core
23787,Felsteel Stabilizer
23793,Heavy Knothide Leather
23819,Elemental Seaforium Charge
23821,Zapthrottle Mote Extractor
23824,Rocket Boots Xtreme
23825,Nigh-Invulnerability Belt
23826,The Bigger One
23827,Super Sapper Charge
23835,Gnomish Poultryizer
23836,Goblin Rocket Launcher
23841,Gnomish Flame Turret
24027,Bold Living Ruby
24028,Delicate Living Ruby
24030,Brilliant Living Ruby
24032,Subtle Dawnstone
24033,Solid Star of Elune
24035,Sparkling Star of Elune
24036,Flashing Living Ruby
24039,Stormy Star of Elune
24048,Smooth Dawnstone
24051,Rigid Star of Elune
24053,Mystic Dawnstone
24054,Sovereign Nightseye
24055,Shifting Nightseye
24056,Timeless Nightseye
24058,Inscribed Noble Topaz
24059,Potent Noble Topaz
24060,Reckless Noble Topaz
24061,Glinting Nightseye
24065,Purified Nightseye
24066,Radiant Talasite
24067,Jagged Talasite
24074,Fel Iron Blood Ring
24075,Golden Draenite Ring
24076,Azure Moonstone Ring
24077,Thick Adamantite Necklace
24078,Heavy Adamantite Ring
24079,Khorium Band of Shadows
24080,Khorium Band of Frost
24082,Khorium Inferno Band
24085,Khorium Band of Leaves
24086,Arcane Khorium Band
24087,Heavy Felsteel Ring
24088,Delicate Eternium Ring
24089,Blazing Eternium Band
24092,Pendant of Frozen Flame
24093,Pendant of Thawing
24095,Pendant of Withering
24097,Pendant of Shadow's End
24098,Pendant of the Null Rune
24105,Roasted Moongraze Tenderloin
24106,Thick Felsteel Necklace
24110,Living Ruby Pendant
24114,Braided Eternium Chain
24116,Eye of the Night
24117,Embrace of the Dawn
24121,Chain of the Twilight Owl
24122,Coronet of Verdant Flame
24123,Circlet of Arcane Might
24249,Unyielding Bracers
24250,Bracers of Havok
24251,Blackstrike Bracers
24252,Cloak of the Black Void
24253,Cloak of Eternity
24254,White Remedy Cape
24255,Unyielding Girdle
24256,Girdle of Ruination
24257,Black Belt of Knowledge
24258,Resolute Cape
24259,Vengeance Wrap
24260,Manaweave Cloak
24261,Whitemend Pants
24262,Spellstrike Pants
24263,Battlecast Pants
24264,Whitemend Hood
24266,Spellstrike Hood
24267,Battlecast Hood
24268,Netherweave Net
24270,Bag of Jewels
24271,Spellcloth
24272,Shadowcloth
24273,Mystic Spellthread
24274,Runic Spellthread
24275,Silver Spellthread
24276,Golden Spellthread
25438,Malachite Pendant
25439,Tigerseye Band
25521,Greater Rune of Warding
25650,Knothide Armor Kit
25651,Vindicator's Armor Kit
25652,Magister's Armor Kit
25653,Riding Crop
25654,Felscale Gloves
25655,Felscale Boots
25656,Felscale Pants
25657,Felscale Breastplate
25659,Scaled Draenic Boots
25660,Scaled Draenic Vest
25661,Scaled Draenic Gloves
25662,Scaled Draenic Pants
25668,Thick Draenic Boots
25669,Thick Draenic Gloves
25670,Thick Draenic Pants
25671,Thick Draenic Vest
25673,Wild Draenish Boots
25674,Wild Draenish Gloves
25675,Wild Draenish Leggings
25676,Wild Draenish Vest
25679,Comfortable Insoles
25680,Stylin' Purple Hat
25681,Stylin' Adventure Hat
25682,Stylin' Jungle Hat
25683,Stylin' Crimson Hat
25685,Fel Leather Gloves
25686,Fel Leather Boots
25687,Fel Leather Leggings
25689,Heavy Clefthoof Vest
25690,Heavy Clefthoof Leggings
25691,Heavy Clefthoof Boots
25692,Netherfury Leggings
25693,Netherfury Boots
25694,Netherfury Belt
25695,Felstalker Belt
25696,Felstalker Breastplate
25697,Felstalker Bracers
25867,Earthstorm Diamond
25868,Skyfire Diamond
25886,Purple Smoke Flare
25890,Destructive Skyfire Diamond
25893,Mystical Skyfire Diamond
25894,Swift Skyfire Diamond
25895,Enigmatic Skyfire Diamond
25896,Powerful Earthstorm Diamond
25897,Bracing Earthstorm Diamond
25898,Tenacious Earthstorm Diamond
25899,Brutal Earthstorm Diamond
25901,Insightful Earthstorm Diamond
27498,Scroll of Agility V
27499,Scroll of Intellect V
27501,Scroll of Spirit V
27502,Scroll of Stamina V
27503,Scroll of Strength V
27635,Lynx Steak
27636,Bat Bites
27651,Buzzard Bites
27655,Ravager Dog
27657,Blackened Basilisk
27658,Roasted Clefthoof
27659,Warp Burger
27660,Talbuk Steak
27661,Blackened Trout
27662,Feltail Delight
27663,Blackened Sporefish
27664,Grilled Mudfish
27665,Poached Bluefish
27666,Golden Fish Sticks
27667,Spicy Crawdad
28100,Volatile Healing Potion
28101,Unstable Mana Potion
28102,Onslaught Elixir
28103,Adept's Elixir
28104,Elixir of Mastery
28420,Fel Weightstone
28421,Adamantite Weightstone
28595,Delicate Blood Garnet
29157,Golden Ring of Power
29158,Truesilver Commander's Ring
29159,Glowing Thorium Band
29160,Emerald Lion Ring
29489,Enchanted Felscale Leggings
29490,Enchanted Felscale Gloves
29491,Enchanted Felscale Boots
29492,Flamescale Leggings
29493,Flamescale Boots
29494,Flamescale Belt
29495,Enchanted Clefthoof Leggings
29496,Enchanted Clefthoof Gloves
29497,Enchanted Clefthoof Boots
29498,Blastguard Pants
29499,Blastguard Boots
29500,Blastguard Belt
29502,Cobrascale Hood
29503,Cobrascale Gloves
29504,Windscale Hood
29505,Hood of Primal Life
29506,Gloves of the Living Touch
29507,Windslayer Wraps
29508,Living Dragonscale Helm
29509,Windstrike Gloves
29510,Netherdrake Helm
29511,Netherdrake Gloves
29512,Earthen Netherscale Boots
29514,Thick Netherscale Breastplate
29528,Drums of War
29529,Drums of Battle
29530,Drums of Speed
29531,Drums of Restoration
29532,Drums of Panic
29533,Cobrahide Leg Armor
29534,Clefthide Leg Armor
29535,Nethercobra Leg Armor
29536,Nethercleft Leg Armor
29540,Reinforced Mining Bag
30032,Red Belt of Battle
30034,Belt of the Guardian
30036,Belt of the Long Road
30038,Belt of Blasting
30040,Belt of Deep Shadow
30042,Belt of Natural Power
30044,Monsoon Belt
30046,Belt of the Black Eagle
30155,Clam Bar
30419,Brilliant Necklace
30420,Heavy Jade Ring
30421,Red Ring of Destruction
30422,Diamond Focus Ring
30542,Dimensional Ripper - Area 52
30544,Ultrasafe Transporter: Toshley's Station
30804,Bronze Band of Force
30816,Spice Bread
30825,Ring of Arcane Shielding
30831,Cloak of Arcane Evasion
30837,Flameheart Bracers
30838,Flameheart Gloves
30839,Flameheart Vest
31079,Mercurial Adamantite
31080,Mercurial Stone
31154,Bronze Torc
31364,Wildguard Breastplate
31367,Wildguard Leggings
31368,Wildguard Helm
31369,Iceguard Breastplate
31370,Iceguard Leggings
31371,Iceguard Helm
31398,The Frozen Eye
31399,The Natural Ward
31672,Mok'Nathal Shortribs
31673,Crunchy Serpent
31676,Fel Regeneration Potion
31677,Fel Mana Potion
31679,Fel Strength Elixir
31856,Darkmoon Card: Crusade
31857,Darkmoon Card: Wrath
31858,Darkmoon Card: Vengeance
31859,Darkmoon Card: Madness
31866,Veiled Shadow Draenite
31867,Veiled Nightseye
31868,Deadly Noble Topaz
31869,Deadly Flame Spessarite
31882,Ace of Blessings
31883,Eight of Blessings
31884,Five of Blessings
31885,Four of Blessings
31886,Seven of Blessings
31887,Six of Blessings
31888,Three of Blessings
31889,Two of Blessings
31890,Blessings Deck
31891,Storms Deck
31892,Ace of Storms
31893,Eight of Storms
31894,Five of Storms
31895,Four of Storms
31896,Seven of Storms
31898,Six of Storms
31899,Three of Storms
31900,Two of Storms
31901,Ace of Furies
31902,Eight of Furies
31903,Five of Furies
31904,Four of Furies
31905,Seven of Furies
31906,Six of Furies
31907,Furies Deck
31908,Three of Furies
31909,Two of Furies
31910,Ace of Lunacy
31911,Eight of Lunacy
31912,Five of Lunacy
31913,Four of Lunacy
31914,Lunacy Deck
31915,Seven of Lunacy
31916,Six of Lunacy
31917,Three of Lunacy
31918,Two of Lunacy
32062,Elixir of Major Fortitude
32063,Earthen Elixir
32067,Elixir of Draenic Wisdom
32068,Elixir of Ironskin
32193,Bold Crimson Spinel
32194,Delicate Crimson Spinel
32196,Brilliant Crimson Spinel
32198,Subtle Lionseye
32199,Flashing Crimson Spinel
32200,Solid Empyrean Sapphire
32201,Sparkling Empyrean Sapphire
32203,Stormy Empyrean Sapphire
32205,Smooth Lionseye
32206,Rigid Empyrean Sapphire
32209,Mystic Lionseye
32211,Sovereign Shadowsong Amethyst
32212,Shifting Shadowsong Amethyst
32215,Timeless Shadowsong Amethyst
32217,Inscribed Pyrestone
32218,Potent Pyrestone
32220,Glinting Shadowsong Amethyst
32221,Veiled Shadowsong Amethyst
32222,Deadly Pyrestone
32223,Regal Seaspray Emerald
32224,Radiant Seaspray Emerald
32225,Purified Shadowsong Amethyst
32226,Jagged Seaspray Emerald
32389,Soulguard Leggings
32390,Soulguard Girdle
32391,Soulguard Slippers
32392,Soulguard Bracers
32393,Redeemed Soul Cinch
32394,Redeemed Soul Moccasins
32395,Redeemed Soul Wristguards
32396,Redeemed Soul Legguards
32397,Waistguard of Shackled Souls
32398,Boots of Shackled Souls
32399,Bracers of Shackled Souls
32400,Greaves of Shackled Souls
32401,Shadesteel Girdle
32402,Shadesteel Sabots
32403,Shadesteel Bracers
32404,Shadesteel Greaves
32409,Relentless Earthstorm Diamond
32410,Thundering Skyfire Diamond
32413,Frost Grenade
32420,Night's End
32423,Icy Blasting Primers
32508,Necklace of the Deep
32568,Swiftsteel Bracers
32571,Dawnsteel Bracers
32574,Bindings of Lightning Reflexes
32577,Living Earth Bindings
32580,Swiftstrike Bracers
32582,Bracers of Renewed Life
32584,Swiftheal Wraps
32586,Bracers of Nimble Thought
32756,Gyro-Balanced Khorium Destroyer
32772,Brilliant Pearl Band
32774,The Black Pearl
32776,Crown of the Sea Witch
32833,Purified Jaggal Pearl
32836,Purified Shadow Pearl
32839,Cauldron of Major Arcane Protection
32849,Cauldron of Major Fire Protection
32850,Cauldron of Major Frost Protection
32851,Cauldron of Major Nature Protection
32852,Cauldron of Major Shadow Protection
32854,Hammer of Righteous Might
33048,Stewed Trout
33052,Fisherman's Feast
33053,Hot Buttered Trout
33092,Healing Potion Injector
33093,Mana Potion Injector
33122,Cloak of Darkness
33173,Ragesteel Shoulders
33185,Adamantite Weapon Chain
33204,Shadowprowler's Chestguard
33447,Runic Healing Potion
33448,Runic Mana Potion
33457,Scroll of Agility VI
33458,Scroll of Intellect VI
33460,Scroll of Spirit VI
33461,Scroll of Stamina VI
33462,Scroll of Strength VI
33782,Steady Talasite
33791,Heavy Copper Longsword
33825,Skullfish Soup
33866,Stormchops
33867,Broiled Bloodfin
33872,Spicy Hot Talbuk
33874,Kibler's Bits
33924,Delicious Chocolate Cake
34060,Flying Machine
34061,Turbo-Charged Flying Machine
34085,Red Winter Clothes
34086,Winter Boots
34087,Green Winter Clothes
34105,Quiver of a Thousand Feathers
34113,Field Repair Bot 110G
34125,Shoveltusk Soup
34207,Glove Reinforcements
34220,Chaotic Skyfire Diamond
34330,Heavy Knothide Armor Kit
34361,Hard Khorium Band
34362,Loop of Forged Power
34363,Ring of Flowing Life
34366,Sunfire Handwraps
34367,Hands of Eternal Light
34370,Gloves of Immortal Dusk
34372,Leather Gauntlets of the Sun
34374,Fletcher's Gloves of the Phoenix
34376,Sun-Drenched Scale Gloves
34378,Hard Khorium Battlefists
34380,Sunblessed Gauntlets
34411,Hot Apple Cider
34440,Mad Alchemist's Potion
34482,Leatherworker's Satchel
34490,Bag of Many Hides
34721,Frostweave Bandage
34722,Heavy Frostweave Bandage
34747,Northern Stew
34748,Mammoth Meal
34749,Shoveltusk Steak
34750,Worm Delight
34751,Roasted Worg
34752,Rhino Dogs
34753,Great Feast
34754,Mega Mammoth Meal
34755,Tender Shoveltusk Steak
34756,Spiced Worm Burger
34757,Very Burnt Worg
34758,Mighty Rhino Dogs
34759,Smoked Rockfin
34760,Grilled Bonescale
34761,Sauteed Goby
34762,Grilled Sculpin
34763,Smoked Salmon
34764,Poached Nettlefish
34765,Pickled Fangtooth
34766,Poached Northern Sculpin
34767,Firecracker Salmon
34768,Spicy Blue Nettlefish
34769,Imperial Manta Steak
34832,Captain Rumsey's Lager
35128,Hardened Khorium
35315,Quick Dawnstone
35318,Forceful Talasite
35501,Eternal Earthstorm Diamond
35503,Ember Skyfire Diamond
35563,Charred Bear Kabobs
35565,Juicy Bear Burger
35581,Rocket Boots Xtreme Lite
35622,Eternal Water
35623,Eternal Air
35624,Eternal Earth
35625,Eternal Life
35627,Eternal Shadow
35707,Regal Talasite
35758,Steady Seaspray Emerald
35759,Forceful Seaspray Emerald
35760,Reckless Pyrestone
35761,Quick Lionseye
36860,Eternal Fire
36913,Saronite Bar
36916,Cobalt Bar
36919,Cardinal Ruby
36922,King's Amber
36925,Majestic Zircon
36928,Dreadstone
36931,Ametrine
36934,Eye of Zul
37091,Scroll of Intellect VII
37092,Scroll of Intellect VIII
37093,Scroll of Stamina VII
37094,Scroll of Stamina VIII
37097,Scroll of Spirit VII
37098,Scroll of Spirit VIII
37101,Ivory Ink
37118,Scroll of Recall
37140,Ace of Rogues
37143,Two of Rogues
37145,Ace of Swords
37147,Two of Swords
37156,Three of Rogues
37159,Three of Swords
37160,Four of Swords
37163,Rogues Deck
37164,Swords Deck
37168,Mysterious Tarot
37567,Healing Injector Kit
37603,Enchant Boots - Dexterity
37663,Titansteel Bar
38225,Mycah's Botanical Bag
38277,Haliscan Jacket
38278,Haliscan Pantaloons
38318,Darkmoon Robe
38322,Iron-Bound Tome
38347,Mammoth Mining Bag
38371,Jormungar Leg Armor
38372,Nerubian Leg Armor
38373,Frosthide Leg Armor
38374,Icescale Leg Armor
38375,Borean Armor Kit
38376,Heavy Borean Armor Kit
38399,Trapper's Traveling Pack
38400,Arctic Chestpiece
38401,Arctic Leggings
38402,Arctic Shoulderpads
38403,Arctic Gloves
38404,Arctic Boots
38405,Arctic Belt
38406,Iceborne Belt
38407,Iceborne Boots
38408,Iceborne Chestguard
38409,Iceborne Gloves
38410,Iceborne Leggings
38411,Iceborne Shoulderpads
38412,Frostscale Belt
38413,Frostscale Boots
38414,Frostscale Chestguard
38415,Frostscale Gloves
38416,Frostscale Leggings
38417,Nerubian Shoulders
38418,Nerubian Belt
38419,Nerubian Boots
38420,Nerubian Chestguard
38421,Nerubian Gloves
38422,Nerubian Legguards
38424,Frostscale Shoulders
38425,Heavy Borean Leather
38433,Arctic Wristguards
38434,Iceborne Wristguards
38435,Nerubian Bracers
38436,Frostscale Bracers
38437,Arctic Helm
38438,Iceborne Helm
38439,Nerubian Helm
38440,Frostscale Helm
38441,Cloak of Harsh Winds
38590,Black Chitinguard Boots
38591,Dark Arctic Leggings
38592,Dark Arctic Chestpiece
38679,Enchant Bracer - Minor Health
38682,Enchanting Vellum
38766,Enchant Chest - Minor Health
38767,Enchant Chest - Minor Absorption
38768,Enchant Bracer - Minor Dodge
38769,Enchant Chest - Minor Mana
38771,Enchant Bracer - Minor Stamina
38772,Enchant 2H Weapon - Minor Impact
38773,Enchant Chest - Lesser Health
38774,Enchant Bracer - Minor Spirit
38775,Enchant Cloak - Minor Protection
38776,Enchant Chest - Lesser Mana
38777,Enchant Bracer - Minor Agility
38778,Enchant Bracer - Minor Strength
38779,Enchant Weapon - Minor Beastslayer
38780,Enchant Weapon - Minor Striking
38781,Enchant 2H Weapon - Lesser Intellect
38782,Enchant Chest - Health
38783,Enchant Bracer - Lesser Spirit
38785,Enchant Boots - Minor Stamina
38786,Enchant Boots - Minor Agility
38787,Enchant Shield - Minor Stamina
38788,Enchant 2H Weapon - Lesser Spirit
38789,Enchant Cloak - Minor Agility
38790,Enchant Cloak - Lesser Protection
38791,Enchant Shield - Lesser Protection
38792,Enchant Shield - Lesser Spirit
38793,Enchant Bracer - Lesser Stamina
38794,Enchant Weapon - Lesser Striking
38796,Enchant 2H Weapon - Lesser Impact
38797,Enchant Bracer - Lesser Strength
38798,Enchant Chest - Lesser Absorption
38799,Enchant Chest - Mana
38800,Enchant Gloves - Mining
38801,Enchant Gloves - Herbalism
38802,Enchant Gloves - Fishing
38803,Enchant Bracer - Lesser Intellect
38804,Enchant Chest - Minor Stats
38805,Enchant Shield - Lesser Stamina
38806,Enchant Cloak - Defense
38807,Enchant Boots - Lesser Agility
38808,Enchant Chest - Greater Health
38809,Enchant Bracer - Spirit
38810,Enchant Boots - Lesser Stamina
38811,Enchant Bracer - Lesser Dodge
38812,Enchant Bracer - Stamina
38813,Enchant Weapon - Lesser Beastslayer
38814,Enchant Weapon - Lesser Elemental Slayer
38816,Enchant Shield - Spirit
38817,Enchant Bracer - Strength
38818,Enchant Chest - Greater Mana
38819,Enchant Boots - Lesser Spirit
38820,Enchant Shield - Lesser Parry
38821,Enchant Weapon - Striking
38822,Enchant 2H Weapon - Impact
38823,Enchant Gloves - Skinning
38824,Enchant Chest - Lesser Stats
38825,Enchant Cloak - Greater Defense
38827,Enchant Gloves - Agility
38828,Enchant Shield - Stamina
38829,Enchant Bracer - Intellect
38830,Enchant Boots - Stamina
38831,Enchant Gloves - Advanced Mining
38832,Enchant Bracer - Greater Spirit
38833,Enchant Chest - Superior Health
38834,Enchant Gloves - Advanced Herbalism
38835,Enchant Cloak - Lesser Agility
38836,Enchant Gloves - Strength
38837,Enchant Boots - Minor Speed
38838,Enchant Weapon - Fiery Weapon
38839,Enchant Shield - Greater Spirit
38840,Enchant Weapon - Demonslaying
38841,Enchant Chest - Superior Mana
38842,Enchant Bracer - Dodge
38844,Enchant Boots - Agility
38845,Enchant 2H Weapon - Greater Impact
38846,Enchant Bracer - Greater Strength
38847,Enchant Chest - Stats
38848,Enchant Weapon - Greater Striking
38849,Enchant Bracer - Greater Stamina
38850,Enchant Gloves - Riding Skill
38851,Enchant Gloves - Minor Haste
38852,Enchant Bracer - Greater Intellect
38853,Enchant Bracer - Superior Spirit
38854,Enchant Bracer - Superior Strength
38855,Enchant Bracer - Superior Stamina
38856,Enchant Gloves - Greater Agility
38857,Enchant Gloves - Greater Strength
38859,Enchant Cloak - Superior Defense
38860,Enchant Shield - Vitality
38861,Enchant Shield - Greater Stamina
38862,Enchant Boots - Greater Stamina
38863,Enchant Boots - Greater Agility
38864,Enchant Boots - Spirit
38865,Enchant Chest - Greater Stats
38866,Enchant Chest - Major Health
38867,Enchant Chest - Major Mana
38868,Enchant Weapon - Icy Chill
38869,Enchant 2H Weapon - Superior Impact
38870,Enchant Weapon - Superior Striking
38871,Enchant Weapon - Lifestealing
38872,Enchant Weapon - Unholy Weapon
38873,Enchant Weapon - Crusader
38874,Enchant 2H Weapon - Major Spirit
38875,Enchant 2H Weapon - Major Intellect
38876,Enchant Weapon - Winter's Might
38877,Enchant Weapon - Spellpower
38878,Enchant Weapon - Healing Power
38879,Enchant Weapon - Strength
38880,Enchant Weapon - Agility
38881,Enchant Bracer - Mana Regeneration
