SpellID,SpellName,Icon,Profession,ProfLevel,Red,Yellow,Green,Grey,CreatesItem,Mat1,Mat1Qty,Mat2,Mat2Qty,Mat3,Mat3Qty,Mat4,Mat4Qty,Mat5,Mat5Qty,Mat6,Mat6Qty,Mat7,Mat7Qty,Mat8,Mat8Qty
19100,Heavy Scorpid Shoulders,inv_shoulder_07,Leatherworking,300,300,320,330,340,15081,8170,14,15408,14,15407,1,14341,2,0,0,0,0,0,0,0,0
19101,Volcanic Shoulders,inv_shoulder_13,Leatherworking,300,300,320,330,340,15055,8170,10,7078,1,7076,1,14341,2,0,0,0,0,0,0,0,0
19102,Runic Leather Armor,inv_chest_leather_07,Leatherworking,300,300,320,330,340,15090,8170,22,12810,4,14047,16,15407,1,14341,2,0,0,0,0,0,0
19103,Runic Leather Shoulders,inv_shoulder_15,Leatherworking,300,300,320,330,340,15096,8170,16,12810,4,14047,18,15407,1,14341,2,0,0,0,0,0,0
19104,Frostsaber Tunic,inv_chest_chain_10,Leatherworking,300,300,320,330,340,15068,8170,12,7080,1,15407,1,14341,2,0,0,0,0,0,0,0,0
19107,Black Dragonscale Leggings,inv_pants_03,Leatherworking,300,300,320,330,340,15052,8170,25,15416,25,15407,1,14341,2,0,0,0,0,0,0,0,0
19435,Mooncloth Boots,inv_boots_05,Tailoring,290,290,295,310,325,15802,14048,6,14342,4,7971,2,14341,1,0,0,0,0,0,0,0,0
19564,Draw Water Sample,inv_potion_12,,,,,,,15845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19565,Draw Water Sample,inv_potion_12,,,,,,,15843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19666,Silver Skeleton Key,inv_misc_key_03,Blacksmithing,100,100,100,110,120,15869,2842,1,3470,1,0,0,0,0,0,0,0,0,0,0,0,0
19667,Golden Skeleton Key,inv_misc_key_13,Blacksmithing,150,150,150,160,170,15870,3577,1,3486,1,0,0,0,0,0,0,0,0,0,0,0,0
19668,Truesilver Skeleton Key,inv_misc_key_11,Blacksmithing,200,200,200,210,220,15871,6037,1,7966,1,0,0,0,0,0,0,0,0,0,0,0,0
19669,Arcanite Skeleton Key,inv_misc_key_08,Blacksmithing,275,275,275,280,285,15872,12360,1,12644,1,0,0,0,0,0,0,0,0,0,0,0,0
19720,Combine Pendants,inv_jewelry_talisman_11,,,,,,,15885,15882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19788,Dense Blasting Powder,inv_misc_ammo_gunpowder_01,Engineering,250,250,250,255,260,15992,12365,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19790,Thorium Grenade,inv_misc_bomb_08,Engineering,260,260,280,290,300,15993,15994,1,12359,3,15992,3,14047,3,0,0,0,0,0,0,0,0
19791,Thorium Widget,inv_gizmo_04,Engineering,260,260,280,290,300,15994,12359,3,14047,1,0,0,0,0,0,0,0,0,0,0,0,0
19792,Thorium Rifle,inv_weapon_rifle_07,Engineering,260,260,280,290,300,15995,10559,2,10561,2,15994,2,12359,4,10546,1,0,0,0,0,0,0
19793,Lifelike Mechanical Toad,inv_misc_monsterhead_03,Engineering,265,265,285,295,305,15996,12803,1,15994,4,10558,1,8170,1,0,0,0,0,0,0,0,0
19794,Spellpower Goggles Xtreme Plus,inv_helmet_47,Engineering,270,270,290,300,310,15999,10502,1,7910,4,12810,2,14047,8,0,0,0,0,0,0,0,0
19795,Thorium Tube,inv_gizmo_pipe_04,Engineering,275,275,295,305,315,16000,12359,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19796,Dark Iron Rifle,inv_weapon_rifle_08,Engineering,275,275,295,305,315,16004,16000,2,11371,6,10546,2,12361,2,12799,2,8170,4,0,0,0,0
19797,Conjure Torch of Retribution,inv_wand_04,,,,,,,10515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19799,Dark Iron Bomb,inv_misc_bomb_05,Engineering,285,285,305,315,325,16005,15994,2,11371,1,15992,3,14047,3,0,0,0,0,0,0,0,0
19814,Masterwork Target Dummy,inv_crate_02,Engineering,275,275,295,305,315,16023,10561,1,16000,1,15994,2,6037,1,8170,2,14047,4,0,0,0,0
19815,Delicate Arcanite Converter,inv_gizmo_07,Engineering,285,285,305,315,325,16006,12360,1,14227,1,0,0,0,0,0,0,0,0,0,0,0,0
19819,Voice Amplification Modulator,inv_jewelry_amulet_07,Engineering,290,290,310,320,330,16009,16006,2,10558,1,15994,1,12799,1,0,0,0,0,0,0,0,0
19825,Master Engineer's Goggles,inv_helmet_47,Engineering,290,290,310,320,330,16008,10500,1,12364,2,12810,4,0,0,0,0,0,0,0,0,0,0
19830,Arcanite Dragonling,inv_misc_head_dragon_bronze,Engineering,300,300,320,330,340,16022,10576,1,16006,4,0,0,0,0,0,0,0,0,0,0,0,0
19831,Arcane Bomb,spell_shadow_mindbomb,Engineering,300,300,320,330,340,16040,16006,1,12359,3,14047,1,0,0,0,0,0,0,0,0,0,0
19833,Flawless Arcanite Rifle,inv_weapon_rifle_03,Engineering,300,300,320,330,340,16007,12360,10,16000,2,7078,2,7076,2,12800,2,12810,2,0,0,0,0
20008,Enchant Bracer - Greater Intellect,inv_enchant_formulagood_01,Enchanting,255,255,275,295,315,38852,38682,1,16202,3,0,0,0,0,0,0,0,0,0,0,0,0
20009,Enchant Bracer - Superior Spirit,inv_enchant_formulagood_01,Enchanting,270,270,290,310,330,38853,38682,1,16202,3,11176,4,0,0,0,0,0,0,0,0,0,0
20010,Enchant Bracer - Superior Strength,inv_enchant_formulagood_01,Enchanting,295,295,310,325,340,38854,38682,1,16204,6,16203,2,0,0,0,0,0,0,0,0,0,0
20011,Enchant Bracer - Superior Stamina,inv_enchant_formulagood_01,Enchanting,300,300,310,325,340,38855,38682,1,16204,10,0,0,0,0,0,0,0,0,0,0,0,0
20012,Enchant Gloves - Greater Agility,inv_enchant_formulagood_01,Enchanting,270,270,290,310,330,38856,38682,1,16202,2,16204,3,0,0,0,0,0,0,0,0,0,0
20013,Enchant Gloves - Greater Strength,inv_enchant_formulagood_01,Enchanting,295,295,310,325,340,38857,38682,1,16202,4,16204,4,0,0,0,0,0,0,0,0,0,0
20015,Enchant Cloak - Superior Defense,inv_misc_note_01,Enchanting,285,285,300,317,335,38859,38682,1,16204,8,0,0,0,0,0,0,0,0,0,0,0,0
20016,Enchant Shield - Vitality,inv_enchant_formulagood_01,Enchanting,280,280,300,320,340,38860,38682,1,16203,1,16204,4,0,0,0,0,0,0,0,0,0,0
20017,Enchant Shield - Greater Stamina,inv_misc_note_01,Enchanting,265,265,285,305,325,38861,38682,1,11176,5,0,0,0,0,0,0,0,0,0,0,0,0
20020,Enchant Boots - Greater Stamina,inv_enchant_formulagood_01,Enchanting,260,260,280,300,320,38862,38682,1,11176,5,0,0,0,0,0,0,0,0,0,0,0,0
20023,Enchant Boots - Greater Agility,inv_enchant_formulagood_01,Enchanting,295,295,310,325,340,38863,38682,1,16202,2,8153,2,0,0,0,0,0,0,0,0,0,0
20024,Enchant Boots - Spirit,inv_enchant_formulagood_01,Enchanting,275,275,295,315,335,38864,38682,1,16203,2,0,0,0,0,0,0,0,0,0,0,0,0
20025,Enchant Chest - Greater Stats,inv_enchant_formulagood_01,Enchanting,300,300,310,325,340,38865,38682,1,14344,2,16204,6,0,0,0,0,0,0,0,0,0,0
20026,Enchant Chest - Major Health,inv_misc_note_01,Enchanting,275,275,295,315,335,38866,38682,1,14343,2,0,0,0,0,0,0,0,0,0,0,0,0
20028,Enchant Chest - Major Mana,inv_enchant_formulagood_01,Enchanting,290,290,305,322,340,38867,38682,1,16204,8,0,0,0,0,0,0,0,0,0,0,0,0
20029,Enchant Weapon - Icy Chill,inv_enchant_formulagood_01,Enchanting,285,285,300,317,335,38868,38682,1,14343,4,7080,1,7082,1,13467,1,0,0,0,0,0,0
20030,Enchant 2H Weapon - Superior Impact,inv_enchant_formulagood_01,Enchanting,295,295,310,325,340,38869,38682,1,14344,4,16204,10,0,0,0,0,0,0,0,0,0,0
20031,Enchant Weapon - Superior Striking,inv_enchant_formulagood_01,Enchanting,300,300,310,325,340,38870,38682,1,14344,2,16203,4,0,0,0,0,0,0,0,0,0,0
20032,Enchant Weapon - Lifestealing,inv_enchant_formulasuperior_01,Enchanting,300,300,310,325,340,38871,38682,1,14344,4,12808,4,12803,4,0,0,0,0,0,0,0,0
20033,Enchant Weapon - Unholy Weapon,inv_enchant_formulagood_01,Enchanting,295,295,310,325,340,38872,38682,1,14344,4,12808,4,0,0,0,0,0,0,0,0,0,0
20034,Enchant Weapon - Crusader,inv_enchant_formulagood_01,Enchanting,300,300,310,325,340,38873,38682,1,14344,4,12811,2,0,0,0,0,0,0,0,0,0,0
20035,Enchant 2H Weapon - Major Spirit,inv_enchant_formulagood_01,Enchanting,300,300,310,325,340,38874,38682,1,16203,4,14344,2,0,0,0,0,0,0,0,0,0,0
20036,Enchant 2H Weapon - Major Intellect,inv_enchant_formulagood_01,Enchanting,300,300,310,325,340,38875,38682,1,16203,4,14344,2,0,0,0,0,0,0,0,0,0,0
20039,Greater Eternal Essence,inv_enchant_essenceeternallarge,,,,,,,16203,16202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040,Lesser Eternal Essence,inv_enchant_essenceeternalsmall,,,,,,,16202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20529,Bind Chapter 1,inv_misc_bandage_07,,,,,,,16642,16645,1,16646,1,16647,1,16648,1,0,0,0,0,0,0,0,0
20530,Bind Chapter 2,inv_misc_bandage_07,,,,,,,16643,16649,1,16650,1,16651,1,16652,1,0,0,0,0,0,0,0,0
20531,Bind Chapter 3,inv_misc_bandage_07,,,,,,,16644,16653,1,16654,1,16655,1,16656,1,0,0,0,0,0,0,0,0
20626,Undermine Clam Chowder,inv_drink_17,Cooking,225,225,250,262,275,16766,7974,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20648,Medium Leather,inv_misc_leatherscrap_05,Leatherworking,100,100,100,105,110,2319,2318,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20649,Heavy Leather,inv_misc_leatherscrap_07,Leatherworking,150,150,150,155,160,4234,2319,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20650,Thick Leather,inv_misc_leatherscrap_08,Leatherworking,200,200,200,202,205,4304,4234,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20814,Collect Dire Water,inv_potion_25,,,,,,,16973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20848,Flarecore Mantle,inv_shoulder_23,Tailoring,300,300,315,330,345,16980,14048,12,17010,4,17011,4,12810,6,14341,2,0,0,0,0,0,0
20849,Flarecore Gloves,inv_gauntlets_26,Tailoring,300,300,315,330,345,16979,14048,8,17010,6,7078,4,12810,2,14341,2,0,0,0,0,0,0
20853,Corehound Boots,inv_boots_07,Leatherworking,295,295,315,325,335,16982,17012,20,17010,6,17011,2,14341,2,0,0,0,0,0,0,0,0
20854,Molten Helm,inv_helmet_08,Leatherworking,300,300,320,330,340,16983,17012,12,17010,3,17011,3,14341,2,0,0,0,0,0,0,0,0
20855,Black Dragonscale Boots,inv_boots_plate_09,Leatherworking,300,300,320,330,340,16984,15416,18,17010,3,17011,3,14341,2,0,0,0,0,0,0,0,0
20872,Fiery Chain Girdle,inv_belt_13,Blacksmithing,295,295,315,325,335,16989,11371,6,17010,3,17011,3,0,0,0,0,0,0,0,0,0,0
20873,Fiery Chain Shoulders,inv_shoulder_23,Blacksmithing,300,300,320,330,340,16988,11371,16,17010,4,17011,5,0,0,0,0,0,0,0,0,0,0
20874,Dark Iron Bracers,inv_bracer_07,Blacksmithing,295,295,315,325,335,17014,11371,4,17010,2,17011,2,0,0,0,0,0,0,0,0,0,0
20876,Dark Iron Leggings,inv_pants_04,Blacksmithing,300,300,320,330,340,17013,11371,16,17010,4,17011,6,0,0,0,0,0,0,0,0,0,0
20890,Dark Iron Reaver,inv_sword_48,Blacksmithing,300,300,320,330,340,17015,11371,16,17010,12,11382,2,12810,2,0,0,0,0,0,0,0,0
20897,Dark Iron Destroyer,inv_axe_12,Blacksmithing,300,300,320,330,340,17016,11371,18,17011,12,11382,2,12810,2,0,0,0,0,0,0,0,0
20916,Mithril Head Trout,inv_misc_fish_02,Cooking,175,175,215,235,255,8364,8365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21029,Thaumaturgy Channel,inv_potion_52,,,,,,,7867,7866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21100,Conjure Elegant Letter,inv_letter_04,,,,,,,17126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21143,Gingerbread Cookie,inv_misc_food_62,Cooking,1,1,45,65,85,17197,6889,1,17194,1,0,0,0,0,0,0,0,0,0,0,0,0
21144,Winter Veil Egg Nog,inv_drink_04,Cooking,35,35,75,95,115,17198,6889,1,1179,1,17196,1,17194,1,0,0,0,0,0,0,0,0
21160,Eye of Sulfuras,inv_hammer_unique_sulfuras,,,,,,,17182,17193,1,17204,1,0,0,0,0,0,0,0,0,0,0,0,0
21161,Sulfuron Hammer,spell_magic_featherfall,Blacksmithing,300,300,325,337,350,17193,17203,8,11371,20,12360,50,7078,25,11382,10,17011,10,17010,10,0,0
21175,Spider Sausage,inv_misc_food_66,Cooking,200,200,225,237,250,17222,12205,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21180,Summon Thunderstrike,inv_spear_08,,,,,,,17223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21181,Summon Shadowstrike,inv_spear_08,,,,,,,17074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21356,Conjure Guse's Beacon DND,inv_staff_11,,,,,,,17324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21357,Create Aqual Quintessence,inv_potion_76,,,,,,,17333,9282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21368,Conjure Jeztor's Beacon DND,inv_staff_11,,,,,,,17325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21372,Conjure Mulverick's Beacon DND,inv_staff_11,,,,,,,17323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21398,Create Stormpike Assault Order (DND),inv_scroll_04,,,,,,,17353,9282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21464,Conjure Ryson's Beacon (Horde) DND,inv_staff_11,,,,,,,17362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21465,Conjure Ryson's Beacon (Alliance) DND,inv_staff_11,,,,,,,17363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21541,Conjure Scrying Scope (Horde) DND,inv_misc_spyglass_01,,,,,,,17224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21542,Conjure Scrying Scope (Alliance) DND,inv_misc_spyglass_01,,,,,,,17364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21654,Create Frostwolf Assault Order (DND),inv_scroll_04,,,,,,,17442,9282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21731,Conjure Ichman's Beacon DND,inv_staff_11,,,,,,,17505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21732,Conjure Slidore's Beacon DND,inv_staff_11,,,,,,,17507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21734,Conjure Vipore's Beacon DND,inv_staff_11,,,,,,,17506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21735,Conjure Vipore's Beacon DND,inv_staff_11,,,,,,,17506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21884,Collect Orange Crystal Liquid,inv_potion_20,,,,,,,17696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21913,Edge of Winter,inv_axe_06,Blacksmithing,190,190,215,227,240,17704,3859,10,3829,1,7070,2,7069,2,4234,2,0,0,0,0,0,0
21923,Elixir of Frost Power,inv_potion_03,Alchemy,190,190,210,230,250,17708,3819,2,3358,1,3371,1,0,0,0,0,0,0,0,0,0,0
21931,Enchant Weapon - Winter's Might,inv_enchant_formulagood_01,Enchanting,190,190,210,230,250,38876,38682,1,11135,3,11137,3,11139,1,3819,2,0,0,0,0,0,0
21935,Snowmaster 9000,inv_ammo_snowball,,,,,,,17202,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21939,Create Scepter of Celebras,inv_staff_16,,,,,,,17191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21940,Snowmaster 9000,spell_frost_windwalkon,Engineering,190,190,190,210,230,17716,3860,8,4389,4,17202,4,3829,1,0,0,0,0,0,0,0,0
21943,Gloves of the Greatfather,inv_gauntlets_21,Leatherworking,190,190,210,220,230,17721,4234,8,7067,4,4291,1,0,0,0,0,0,0,0,0,0,0
21945,Green Holiday Shirt,inv_shirt_green_01,Tailoring,190,190,200,205,210,17723,4305,5,2605,4,4291,1,0,0,0,0,0,0,0,0,0,0
21953,The Feast of Winter Veil,inv_misc_book_07,,,,,,,17735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21957,Create Amulet of Union,inv_jewelry_amulet_04,,,,,,,17758,17761,1,17762,1,17763,1,17764,1,17765,1,17757,1,0,0,0,0
21979,Create The Pariah's Instructions,inv_misc_note_01,,,,,,,17781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22108,Conjure Frostwolf Rank 1 Insignia DND,inv_jewelry_frostwolftrinket_01,,,,,,,17690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22109,Conjure Frostwolf Rank 2 Insignia DND,inv_jewelry_frostwolftrinket_01,,,,,,,17905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22110,Conjure Frostwolf Rank 3 Insignia DND,inv_jewelry_frostwolftrinket_02,,,,,,,17906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22111,Conjure Frostwolf Rank 4 Insignia DND,inv_jewelry_frostwolftrinket_03,,,,,,,17907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22112,Conjure Frostwolf Rank 5 Insignia DND,inv_jewelry_frostwolftrinket_04,,,,,,,17908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22113,Conjure Frostwolf Rank 6 Insignia DND,inv_jewelry_frostwolftrinket_05,,,,,,,17909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22114,Conjure Stormpike Rank 1 Insignia DND,inv_jewelry_stormpiketrinket_01,,,,,,,17691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115,Conjure Stormpike Rank 2 Insignia DND,inv_jewelry_stormpiketrinket_01,,,,,,,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22116,Conjure Stormpike Rank 3 Insignia DND,inv_jewelry_stormpiketrinket_02,,,,,,,17901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22117,Conjure Stormpike Rank 4 Insignia DND,inv_jewelry_stormpiketrinket_03,,,,,,,17902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22118,Conjure Stormpike Rank 5 Insignia DND,inv_jewelry_stormpiketrinket_04,,,,,,,17903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22119,Conjure Stormpike Rank 6 Insignia DND,inv_jewelry_stormpiketrinket_05,,,,,,,17904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22207,Summon Drakefire Amulet DND,inv_jewelry_talisman_11,,,,,,,16309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22227,Create Dartol's Rod,inv_wand_01,,,,,,,5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22331,Rugged Leather,inv_misc_leatherscrap_02,Leatherworking,250,250,250,250,250,8170,4304,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22480,Tender Wolf Steak,inv_misc_food_47,Cooking,225,225,250,262,275,18045,12208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22562,Fill Amethyst Phial,inv_potion_18,,,,,,,18151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22565,Create Bloodpetal Zapper,inv_gizmo_07,,,,,,,11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22704,Field Repair Bot 74A,inv_egg_05,Engineering,300,300,320,330,340,18232,12359,16,7191,2,0,0,0,0,0,0,0,0,0,0,0,0
22711,Shadowskin Gloves,inv_gauntlets_32,Leatherworking,200,200,210,220,230,18238,4304,6,10285,8,4236,4,8343,1,0,0,0,0,0,0,0,0
22727,Core Armor Kit,inv_misc_armorkit_05,Leatherworking,300,300,320,330,340,18251,17012,3,14341,2,0,0,0,0,0,0,0,0,0,0,0,0
22732,Major Rejuvenation Potion,inv_potion_145,Alchemy,300,300,310,320,330,18253,10286,1,13464,4,13463,4,3371,1,0,0,0,0,0,0,0,0
22749,Enchant Weapon - Spellpower,inv_enchant_formulasuperior_01,Enchanting,300,300,310,325,340,38877,38682,1,14344,4,16203,6,13926,2,0,0,0,0,0,0,0,0
22750,Enchant Weapon - Healing Power,inv_enchant_formulasuperior_01,Enchanting,300,300,310,325,340,38878,38682,1,14344,4,16203,4,7080,4,0,0,0,0,0,0,0,0
22757,Elemental Sharpening Stone,inv_stone_02,Blacksmithing,300,300,300,310,320,18262,7067,2,12365,3,0,0,0,0,0,0,0,0,0,0,0,0
22759,Flarecore Wraps,inv_bracer_09,Tailoring,300,300,320,335,350,18263,14342,6,17010,8,7078,2,12810,6,14341,4,0,0,0,0,0,0
22761,Runn Tum Tuber Surprise,inv_misc_food_63,Cooking,275,275,300,312,325,18254,18255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22793,Biznicks 247x128 Accurascope,inv_misc_spyglass_02,Engineering,300,300,320,330,340,18283,17011,2,7076,2,16006,4,11371,6,16000,1,0,0,0,0,0,0
22795,Core Marksman Rifle,inv_weapon_rifle_05,Engineering,300,300,320,330,340,18282,17010,4,17011,2,12360,6,16006,2,16000,2,0,0,0,0,0,0
22797,Force Reactive Disk,spell_arcane_portaldarnassus,Engineering,300,300,320,330,340,18168,12360,6,16006,2,7082,8,12803,12,7076,8,0,0,0,0,0,0
22808,Elixir of Greater Water Breathing,inv_potion_05,Alchemy,215,215,230,250,270,18294,7972,1,8831,2,3371,1,0,0,0,0,0,0,0,0,0,0
22813,Gordok Ogre Suit,inv_chest_chain_14,Tailoring,275,275,285,290,295,18258,14048,2,8170,4,18240,1,14341,1,0,0,0,0,0,0,0,0
22815,Gordok Ogre Suit,inv_chest_chain_14,Leatherworking,275,275,285,290,295,18258,8170,4,14048,2,18240,1,14341,1,0,0,0,0,0,0,0,0
22866,Belt of the Archmage,inv_belt_31,Tailoring,300,300,315,330,345,18405,14048,16,9210,10,14342,10,7080,12,7078,12,14344,6,14341,6,0,0
22867,Felcloth Gloves,inv_gauntlets_19,Tailoring,300,300,315,330,345,18407,14048,12,14256,20,12662,6,12808,8,14341,2,0,0,0,0,0,0
22868,Inferno Gloves,inv_gauntlets_19,Tailoring,300,300,315,330,345,18408,14048,12,7078,10,7910,2,14341,2,0,0,0,0,0,0,0,0
22869,Mooncloth Gloves,inv_gauntlets_17,Tailoring,300,300,315,330,345,18409,14048,12,14342,6,13926,2,14341,2,0,0,0,0,0,0,0,0
22870,Cloak of Warding,inv_misc_cape_06,Tailoring,300,300,315,330,345,18413,14048,12,12809,4,12360,1,14341,2,0,0,0,0,0,0,0,0
22902,Mooncloth Robe,inv_chest_cloth_04,Tailoring,300,300,315,330,345,18486,14048,6,14342,4,13926,2,14341,2,0,0,0,0,0,0,0,0
22906,Plunging Blade into Onyxia,inv_sword_28,,,,,,,18492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22921,Girdle of Insight,inv_belt_26,Leatherworking,300,300,320,330,340,18504,8170,12,12804,12,15407,2,14341,4,0,0,0,0,0,0,0,0
22922,Mongoose Boots,inv_boots_08,Leatherworking,300,300,320,330,340,18506,8170,12,7082,6,11754,4,15407,2,14341,4,0,0,0,0,0,0
22923,Swift Flight Bracers,inv_bracer_05,Leatherworking,300,300,320,330,340,18508,8170,24,15407,6,14341,4,0,0,0,0,0,0,0,0,0,0
22926,Chromatic Cloak,inv_misc_cape_02,Leatherworking,300,300,320,330,340,18509,8170,25,12607,4,15416,12,15414,12,14341,2,0,0,0,0,0,0
22927,Hide of the Wild,inv_misc_cape_01,Leatherworking,300,300,320,330,340,18510,8170,30,8153,8,15407,2,14341,2,0,0,0,0,0,0,0,0
22928,Shifting Cloak,inv_misc_cape_20,Leatherworking,300,300,320,330,340,18511,12810,10,14341,1,0,0,0,0,0,0,0,0,0,0,0,0
22949,Seal Felvine Shard,inv_box_02,,,,,,,18540,18501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22967,Smelt Enchanted Elementium,inv_ingot_thorium,Mining,300,300,350,362,375,17771,18562,1,12360,10,17010,1,18567,3,0,0,0,0,0,0,0,0
22989,The Breaking,inv_sword_07,,,,,,,18583,18582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22990,The Forming,spell_arcane_portalstormwind,,,,,,,18582,18584,1,18583,1,0,0,0,0,0,0,0,0,0,0,0,0
22991,The Breaking Left Blade DND,inv_sword_07,,,,,,,18584,18582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23041,Call Anathema,inv_staff_12,,,,,,,18609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23042,Call Benediction,inv_staff_30,,,,,,,18608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23059,Create Thorium Brotherhood Contract DND,inv_scroll_05,,,,,,,18628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23065,Throw Rock,inv_ammo_bullet_02,,,,,,,18640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23066,Red Firework,spell_fire_fireball02,Engineering,150,150,150,162,175,9318,4377,1,4234,1,0,0,0,0,0,0,0,0,0,0,0,0
23067,Blue Firework,spell_ice_magicdamage,Engineering,150,150,150,162,175,9312,4377,1,4234,1,0,0,0,0,0,0,0,0,0,0,0,0
23068,Green Firework,spell_nature_abolishmagic,Engineering,150,150,150,162,175,9313,4377,1,4234,1,0,0,0,0,0,0,0,0,0,0,0,0
23069,EZ-Thro Dynamite II,inv_misc_bomb_03,Engineering,200,200,200,210,220,18588,10505,1,4338,2,0,0,0,0,0,0,0,0,0,0,0,0
23070,Dense Dynamite,inv_misc_bomb_06,Engineering,250,250,250,260,270,18641,15992,2,14047,3,0,0,0,0,0,0,0,0,0,0,0,0
23071,Truesilver Transformer,inv_staff_18,Engineering,260,260,270,275,280,18631,6037,2,7067,2,7069,1,0,0,0,0,0,0,0,0,0,0
23077,Gyrofreeze Ice Reflector,inv_misc_enggizmos_02,Engineering,260,260,280,290,300,18634,15994,6,18631,2,12361,2,7078,4,3829,2,13467,4,0,0,0,0
23078,Goblin Jumper Cables XL,inv_misc_enggizmos_11,Engineering,265,265,285,295,305,18587,15994,2,18631,2,7191,2,14227,2,7910,2,0,0,0,0,0,0
23079,Major Recombobulator,inv_misc_enggizmos_09,Engineering,275,275,285,290,295,18637,16000,2,18631,1,14047,2,0,0,0,0,0,0,0,0,0,0
23080,Powerful Seaforium Charge,spell_shadow_detectinvisibility,Engineering,275,275,275,285,295,18594,15994,2,15992,3,8170,2,159,1,0,0,0,0,0,0,0,0
23081,Hyper-Radiant Flame Reflector,inv_misc_enggizmos_04,Engineering,290,290,310,320,330,18638,11371,4,18631,3,7080,6,7910,4,12800,2,0,0,0,0,0,0
23082,Ultra-Flash Shadow Reflector,inv_misc_enggizmos_16,Engineering,300,300,320,330,340,18639,11371,8,18631,4,12803,6,12808,4,12800,2,12799,2,0,0,0,0
